2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/listar/professores | IP: 192.168.18.6
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/blocos | IP: 192.168.18.6
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/turmas | IP: 192.168.18.6
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/disciplinas | IP: 192.168.18.6
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 1ms | URI: /api/disciplinas
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 1ms | URI: /api/blocos
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/aulas
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/turmas
2025-10-24 00:00:20 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/usuarios/listar/professores
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas | IP: 192.168.18.6
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/disciplinas | IP: 192.168.18.6
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/listar/professores | IP: 192.168.18.6
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/turmas | IP: 192.168.18.6
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/blocos | IP: 192.168.18.6
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 1ms | URI: /api/blocos
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 1ms | URI: /api/disciplinas
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/aulas
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/turmas
2025-10-24 00:00:26 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 5ms | URI: /api/usuarios/listar/professores
2025-10-24 00:00:49 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas | IP: 192.168.18.6
2025-10-24 00:00:49 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/coordenacao/dashboard/estatisticas | IP: 192.168.18.6
2025-10-24 00:00:49 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/cursos | IP: 192.168.18.6
2025-10-24 00:00:49 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 2ms | URI: /api/aulas
2025-10-24 00:00:49 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 1ms | URI: /api/cursos
2025-10-24 00:00:49 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 13ms | URI: /api/coordenacao/dashboard/estatisticas
2025-10-24 00:01:33 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/hoje | IP: 192.168.18.6
2025-10-24 00:01:33 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 5ms | URI: /api/aulas/hoje
2025-10-24 00:04:10 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/blocos | IP: 192.168.18.6
2025-10-24 00:04:10 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/hoje | IP: 192.168.18.6
2025-10-24 00:04:10 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/blocos
2025-10-24 00:04:10 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/aulas/hoje
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/disciplinas | IP: 192.168.18.6
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/turmas | IP: 192.168.18.6
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/listar/professores | IP: 192.168.18.6
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas | IP: 192.168.18.6
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/aulas
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 7ms | URI: /api/turmas
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 14ms | URI: /api/disciplinas
2025-10-24 00:14:28 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 21ms | URI: /api/usuarios/listar/professores
2025-10-24 00:17:48 [http-nio-0.0.0.0-8080-exec-4] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:17:48 [http-nio-0.0.0.0-8080-exec-4] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 6ms | URI: /api/usuarios/detalhes
2025-10-24 00:18:49 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: POST | URI: /api/usuarios | IP: 192.168.18.6
2025-10-24 00:18:49 [http-nio-0.0.0.0-8080-exec-10] INFO  c.ifclass.ifclass.util.log.AppLogger - CRUD_SUCCESS | Entidade: Usuario | Operação: CRIACAO | Detalhes: ID: 2, Email: matheus@gmail.com
2025-10-24 00:18:49 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 201 | Duration: 82ms | URI: /api/usuarios
2025-10-24 00:19:12 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:19:12 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 8ms | URI: /api/usuarios/detalhes
2025-10-24 00:20:07 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:20:07 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 2ms | URI: /api/usuarios/detalhes
2025-10-24 00:20:26 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:20:26 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 2ms | URI: /api/usuarios/detalhes
2025-10-24 00:21:13 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: POST | URI: /api/usuarios | IP: 192.168.18.6
2025-10-24 00:21:13 [http-nio-0.0.0.0-8080-exec-2] INFO  c.ifclass.ifclass.util.log.AppLogger - CRUD_SUCCESS | Entidade: Usuario | Operação: CRIACAO | Detalhes: ID: 3, Email: t@gmail.com
2025-10-24 00:21:13 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 201 | Duration: 73ms | URI: /api/usuarios
2025-10-24 00:22:17 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:22:17 [http-nio-0.0.0.0-8080-exec-1] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 10ms | URI: /api/usuarios/detalhes
2025-10-24 00:23:52 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:23:52 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 2ms | URI: /api/usuarios/detalhes
2025-10-24 00:24:46 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/detalhes | IP: 192.168.18.6
2025-10-24 00:24:46 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 2ms | URI: /api/usuarios/detalhes
2025-10-24 00:25:23 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/avisos | IP: 0:0:0:0:0:0:0:1
2025-10-24 00:25:23 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/blocos | IP: 192.168.18.6
2025-10-24 00:25:23 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/avisos
2025-10-24 00:25:23 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 11ms | URI: /api/blocos
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 15ms | URI: /api/aulas/professor/1/data/2025-10-24
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/avisos | IP: 0:0:0:0:0:0:0:1
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/avisos
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/aulas/professor/1/data/2025-10-24
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/aulas/professor/1/data/2025-10-24
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/proxima | IP: 192.168.18.6
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-2] ERROR c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 404 | Duration: 13ms | URI: /api/aulas/professor/1/proxima
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-7] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/proxima | IP: 192.168.18.6
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-7] ERROR c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 404 | Duration: 3ms | URI: /api/aulas/professor/1/proxima
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/proxima | IP: 192.168.18.6
2025-10-24 00:25:25 [http-nio-0.0.0.0-8080-exec-10] ERROR c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 404 | Duration: 6ms | URI: /api/aulas/professor/1/proxima
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/turmas | IP: 192.168.18.6
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/disciplinas | IP: 192.168.18.6
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-4] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/usuarios/listar/professores | IP: 192.168.18.6
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1 | IP: 192.168.18.6
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 2ms | URI: /api/disciplinas
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/turmas
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-4] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 8ms | URI: /api/usuarios/listar/professores
2025-10-24 00:25:29 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 8ms | URI: /api/aulas/professor/1
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/avisos | IP: 0:0:0:0:0:0:0:1
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-3] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/avisos
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 4ms | URI: /api/aulas/professor/1/data/2025-10-24
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 3ms | URI: /api/aulas/professor/1/data/2025-10-24
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-6] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/proxima | IP: 192.168.18.6
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-6] ERROR c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 404 | Duration: 6ms | URI: /api/aulas/professor/1/proxima
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-2] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/proxima | IP: 192.168.18.6
2025-10-24 00:25:33 [http-nio-0.0.0.0-8080-exec-2] ERROR c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 404 | Duration: 3ms | URI: /api/aulas/professor/1/proxima
2025-10-24 00:25:40 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/cursos | IP: 192.168.18.6
2025-10-24 00:25:40 [http-nio-0.0.0.0-8080-exec-10] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 5ms | URI: /api/cursos
2025-10-24 00:25:42 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/avisos | IP: 0:0:0:0:0:0:0:1
2025-10-24 00:25:42 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:42 [http-nio-0.0.0.0-8080-exec-9] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 6ms | URI: /api/avisos
2025-10-24 00:25:42 [http-nio-0.0.0.0-8080-exec-5] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 6ms | URI: /api/aulas/professor/1/data/2025-10-24
2025-10-24 00:25:42 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_REQUEST | Method: GET | URI: /api/aulas/professor/1/data/2025-10-24 | IP: 192.168.18.6
2025-10-24 00:25:42 [http-nio-0.0.0.0-8080-exec-8] INFO  c.i.i.c.c.i.LoggingInterceptor - HTTP_RESPONSE | Status: 200 | Duration: 9ms | URI: /api/aulas/professor/1/data/2025-10-24
